,titles,authors,stars,reviews,cover,prices,publishers,genres,year
30,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.7,1876.0,Board book,4.99,"Little Simon; 1 edition (September 1, 2000)", Children's Books ,2015
31,The Alchemist,Paulo Coelho,4.6,11884.0,Paperback,10.19,"HarperOne; Anniversary edition (April 15, 2014)", Reference,2015
32,Guess How Much I Love You,Sam McBratney,4.7,2057.0,Board book,5.59,"Candlewick; Brdbk edition (October 14, 2008)", Children's Books ,2015
33,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,4.6,1281.0,Paperback,8.46,Fox Chapel Publishing (2001), Arts & Photography ,2015
34,Little Blue Truck Board Book,Alice Schertle,4.9,3572.0,Board book,0.25,"HMH Books for Young Readers; Brdbk edition (October 19, 2009)", Children's Books ,2015
35,The Outsiders,S. E. Hinton,4.7,2281.0,Paperback,7.99,"HMH Books for Young Readers; Brdbk edition (October 19, 2009)", Children's Books ,2015
36,"Thinking, Fast and Slow",Daniel Kahneman,4.5,2970.0,Paperback,9.99,"Speak; Platinum ed. edition (April 20, 2006)", Teens ,2015
37,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,1130.0,Paperback,9.63,"Farrar, Straus and Giroux; 1st edition (April 2, 2013)", Medical Books ,2015
38,1984 (Signet Classics),George Orwell,4.5,6417.0,Mass Market Paperback,6.1,"Everything; unknown edition (October 1, 2001)", Children's Books ,2015
39,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.6,1562.0,Paperback,10.75,"Signet Classic (January 1, 1961)", Humor & Entertainment ,2015
40,Emotional Intelligence 2.0,Travis Bradberry,4.1,1207.0,Hardcover,13.74,"McGraw-Hill Education; 2 edition (September 9, 2011)", Business & Money ,2015
41,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,4.7,1388.0,Hardcover,12.81,"TalentSmart; Enhanced, New edition (June 16, 2009)", Self-Help ,2015
42,Press Here,Herve Tullet,4.8,2035.0,Hardcover,10.76,"Thomas Nelson (August 18, 2015)", Humor & Entertainment ,2015
43,Little Blue Truck board book,Alice Schertle,4.9,3572.0,Board book,7.99,"Chronicle Books; Ina edition (March 30, 2011)", Children's Books ,2015
44,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.8,2741.0,Board book,7.95,"HMH Books for Young Readers; Brdbk edition (July 7, 2015)", Children's Books ,2015
45,A Long Walk to Water: Based on a True Story,George R. R. Martin,4.7,1492.0,Mass Market Paperback,5.49,"Henry Holt and Co. (BYR); 25th Anniversary edition (September 15, 1996)", Children's Books ,2015
46,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,John Grisham,4.6,24307.0,Hardcover,37.04,"Bantam; Media Tie In edition (October 29, 2013)", Literature & Fiction ,2015
47,Rogue Lawyer: A Novel,Lilt Kids Coloring Books,4.0,9583.0,Paperback,12.88,"Doubleday; 1st Edition edition (October 20, 2015)"," Mystery, Thriller & Suspense ",2015
48,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults) (Volume 28),William Golding,4.4,773.0,Mass Market Paperback,4.72,"CreateSpace Independent Publishing Platform (September 18, 2014)", Arts & Photography ,2015
49,Lord of the Flies,,4.2,2669.0,,7.59,"Penguin Books; Reissue edition (December 16, 2003)", Teens ,2015
0,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,3.8,11837.0,Hardcover,10.95,"Arthur A. Levine Books; Special Rehearsal Script ed. edition (July 31, 2016)", Literature & Fiction ,2016
1,StrengthsFinder 2.0,Tom Rath,4.0,3519.0,Hardcover,14.99,"Gallup Press; 1 edition (February 1, 2007)", Business & Money ,2016
2,First 100 Words,Roger Priddy,4.6,7947.0,Board book,3.91,"Priddy Books; Brdbk edition (May 10, 2011)", Children's Books ,2016
3,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.4,13166.0,Hardcover,9.69,"Random House (January 22, 1990)", Children's Books ,2016
4,"Oh, the Places You'll Go!",Dr. Seuss,4.8,5702.0,Hardcover,12.76,"Harry N. Abrams; ana edition (November 1, 2016)", Children's Books ,2016
5,Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,4.8,1315.0,Hardcover,7.7,"Random House; 1 edition (January 12, 2016)", Medical Books ,2016
6,When Breath Becomes Air,Paul Kalanithi,4.7,8073.0,Hardcover,17.48,"Cartwheel Books; Brdbk edition (March 1, 2012)", Children's Books ,2016
7,Giraffes Can't Dance,Giles Andreae,4.7,3987.0,Board book,4.83,"Northfield Publishing; Reprint edition (January 1, 2015)", Arts & Photography ,2016
8,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,13075.0,Paperback,9.35,"Houghton Mifflin Harcourt; 1st Edition edition (April 21, 2015)"," Cookbooks, Food & Wine ",2016
9,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig,4.6,3288.0,Hardcover,19.49,"Washington Square Press; Reprint edition (May 5, 2015)", Literature & Fiction ,2016
10,A Man Called Ove: A Novel,Fredrik Backman,4.6,16088.0,Paperback,9.24,"Henry Holt and Co.; 1 edition (September 13, 2016)", History ,2016
11,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8188.0,Hardcover,15.85,"Pocket Books (October 1, 1998)", ,2016
12,How to Win Friends & Influence People,Dale Carnegie,4.7,7176.0,Paperback,9.6, , Christian Books & Bibles ,2016
13,The Magnolia Story,Chip Gaines,4.9,5101.0,Hardcover,14.86,"Thomas Nelson; 1 edition (October 18, 2016)", Children's Books ,2016
14,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.5,4316.0,Paperback,4.45,"Revell (August 1, 2010)"," Mystery, Thriller & Suspense ",2016
15,To Kill a Mockingbird,Harper Lee,4.7,10181.0,Mass Market Paperback,8.61,"Grand Central Publishing (October 11, 1988)", Politics & Social Sciences ,2016
16,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,11412.0,Hardcover,15.41,"Harper; Reprint edition (June 28, 2016)", Children's Books ,2016
17,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.6,1348.0,Hardcover,10.57,"Arthur A. Levine Books; 1st Edition edition (November 18, 2016)", Arts & Photography ,2016
18,Hamilton: The Revolution,Lin-Manuel Miranda,4.8,1939.0,Hardcover,26.15,"Grand Central Publishing; First Edition edition (April 12, 2016)", Literature & Fiction ,2016
19,The Girl on the Train,Paula Hawkins,4.1,58109.0,Paperback,8.44,"Riverhead Books; Reprint edition (July 12, 2016)", Law ,2016
20,Mindset: The New Psychology of Success,Carol S. Dweck,4.5,2413.0,Paperback,8.79,"Ballantine Books; Reprint, Updated edition (December 26, 2007)", Education & Teaching ,2016
21,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,773.0,Paperback,1.06,"College Board; Study Guide edition (June 30, 2015)", Education & Teaching ,2016
22,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Don Miguel Ruiz,4.4,1521.0,Paperback,4.99,"College Board; Study Guide edition (June 30, 2015)", Politics & Social Sciences ,2016
23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Rupi Kaur,4.6,7118.0,Paperback,7.49,"Amber-Allen Publishing (November 7, 1997)", Literature & Fiction ,2016
24,Milk and Honey,Sandra Boynton,4.6,5600.0,Board book,8.99,"Andrews McMeel Publishing; Reprint edition (October 6, 2015)", Children's Books ,2016
25,The Going-To-Bed Book,Bruce Springsteen,4.7,2498.0,Hardcover,5.99,"Little Simon; Revised edition (November 30, 1982)", Biographies & Memoirs ,2016
26,Born to Run,Ron Chernow,4.7,2243.0,Paperback,19.99,"Simon & Schuster; First Edition edition (September 27, 2016)", Biographies & Memoirs,2016
27,Alexander Hamilton,Eric Carle,4.7,4044.0,Board book,13.14,"Penguin Books (March 29, 2005)", Children's Books ,2016
28,The Very Hungry Caterpillar,Stephen R. Covey,4.6,3924.0,Paperback,6.56,"Philomel Books; 1 edition (March 23, 1994)", Business & Money ,2016
29,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Delegates of the Constitutional…,4.5,5178.0,Paperback,9.98,"Simon & Schuster; Anniversary edition (November 19, 2013)", Politics & Social Sciences ,2016
30,The Constitution of the United States,R. J. Palacio,4.7,3469.0,Hardcover,0.98,"National Center for Constitutional Studies; Second Edition, 2015 Printing edition (January 1, 2005)", Children's Books ,2016
31,Wonder,Emily Winfield Martin,4.9,12922.0,Hardcover,11.25,"Knopf Books for Young Readers; 1 edition (February 14, 2012)", Children's Books ,2016
32,The Wonderful Things You Will Be,Jen Sincero,4.8,1561.0,Paperback,16.19,"Random House Books for Young Readers; 1 edition (August 25, 2015)"," Health, Fitness & Dieting ",2016
33,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Thug Kitchen,4.6,3722.0,Hardcover,9.59,"Running Press Adult; 1 edition (April 23, 2013)"," Cookbooks, Food & Wine ",2016
34,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Scholastic,4.6,5488.0,Paperback,13.99,"Rodale Books; 1 edition (October 7, 2014)", Children's Books ,2016
35,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,American Psychological Association,4.6,1638.0,Paperback,7.49,"Scholastic Inc. (July 28, 2015)", Medical Books ,2016
36,"Publication Manual of the American Psychological Association, 6th Edition",Chrissy Teigen,4.3,4378.0,Hardcover,18.43,"American Psychological Association (APA); 6th edition (July 15, 2009)"," Cookbooks, Food & Wine ",2016
37,Cravings: Recipes for All the Food You Want to Eat,Ta-Nehisi Coates,4.8,1511.0,Hardcover,16.56,"Clarkson Potter; First Edition first Printing edition (February 23, 2016)", Politics & Social Sciences ,2016
38,Between the World and Me,Sasha O'Hara,4.6,3903.0,Paperback,12.32,"Spiegel & Grau; 1 edition (July 14, 2015)", Arts & Photography ,2016
39,Calm the F*ck Down: An Irreverent Adult Coloring Book,Rod Campbell,4.4,1617.0,Board book,5.24,"CreateSpace Independent Publishing Platform; Clr Csm edition (January 6, 2016)", Children's Books ,2016
40,Dear Zoo: A Lift-the-Flap Book,Sarah Young,4.8,2646.0,Hardcover,4.99,"Little Simon; 17256th edition (May 8, 2007)", Christian Books & Bibles ,2016
41,Jesus Calling: Enjoying Peace in His Presence,Elie Wiesel,4.9,16946.0,Paperback,9.55,"Thomas Nelson; Special and Rev edition (October 10, 2004)", History ,2016
42,Night (Night),J. K. Rowling,4.7,4842.0,Paperback,5.9,"Hill and Wang (January 16, 2006)", Children's Books ,2016
43,Harry Potter Paperback Box Set (Books 1-7),J.K. Rowling,4.7,21587.0,Hardcover,52.16,"Arthur A. Levine Books; Slp edition (July 1, 2009)", Children's Books ,2016
44,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",JJ Smith,4.3,34064.0,Paperback,25.24,"Arthur A. Levine Books; Illustrated edition (October 6, 2015)"," Health, Fitness & Dieting ",2016
45,10-Day Green Smoothie Cleanse,Lysa TerKeurst,4.7,8759.0,Paperback,9.59,"Atria Books (July 15, 2014)", Christian Books & Bibles ,2016
46,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Kristin Hannah,4.8,1739.0,Hardcover,9.98,"Thomas Nelson; 1st edition (August 9, 2016)", Christian Books & Bibles ,2016
47,The Nightingale: A Novel,J.K. Rowling,4.8,37138.0,Hardcover,15.02,"St. Martin's Press; 1st edition (February 3, 2015)", Children's Books ,2016
48,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",,4.7,21587.0,,28.34,"Arthur A. Levine Books; Illustrated edition (October 4, 2016)",,2016
0,Fahrenheit 451,Ray Bradbury,4.4,3436.0,Paperback,8.99,"Simon & Schuster; Reissue edition (January 10, 2012)", Science Fiction & Fantasy ,2016
1,Love You Forever,Robert Munsch,4.8,6468.0,Paperback,5.95,"Firefly Books (September 1, 1995)", Children's Books ,2016
2,The Great Gatsby,F. Scott Fitzgerald,4.2,6485.0,Paperback,10.2,"Scribner (September 30, 2004)", Literature & Fiction ,2016
3,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,2065.0,Hardcover,12.85,"Jossey-Bass; 1st edition (April 11, 2002)", Business & Money ,2016
4,All the Light We Cannot See,Anthony Doerr,4.6,28139.0,Hardcover,11.42,Scribner (2014), Literature & Fiction ,2016
5,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.8,2741.0,Board book,7.95,"Henry Holt and Co. (BYR); 25th Anniversary edition (September 15, 1996)", Children's Books ,2016
6,The Alchemist,Paulo Coelho,4.6,11884.0,Paperback,10.19,"HarperOne; Anniversary edition (April 15, 2014)", Reference,2016
7,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,4.9,2679.0,Paperback,11.67,"B&H Books; 1st edition (August 1, 2015)", Christian Books & Bibles ,2016
8,The Whistler,John Grisham,4.2,7661.0,Hardcover,6.51,"Doubleday; First Edition edition (October 25, 2016)"," Mystery, Thriller & Suspense ",2016
9,If Animals Kissed Good Night,Ann Whitford Paul,4.6,1124.0,Board book,7.19,"Farrar, Straus and Giroux (BYR); Brdbk edition (June 3, 2014)", Children's Books ,2016
10,Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,4.6,669.0,Hardcover,19.28,"Clarkson Potter; 1st Edition edition (October 25, 2016)"," Cookbooks, Food & Wine ",2016
11,"The Trials of Apollo, Book 1: The Hidden Oracle",Rick Riordan,4.6,1545.0,Hardcover,11.19,"Disney-Hyperion; First Edition edition (May 3, 2016)", Children's Books ,2016
12,Knock-Knock Jokes for Kids,Rob Elliott,4.4,2110.0,Mass Market Paperback,4.49,"Revell (June 15, 2013)", Children's Books ,2016
13,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,1091.0,Hardcover,4.99,"Golden Books (July 28, 2015)", Children's Books ,2016
14,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.6,3797.0,Paperback,10.99,"Hazelden Publishing; 1 edition (August 27, 2010)", Self-Help ,2016
15,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,4.0,5689.0,Hardcover,12.49,"Center Street; 1st edition (June 28, 2016)", Politics & Social Sciences ,2016
16,First 100 Animals,Roger Priddy,4.7,1464.0,Board book,4.49,"Priddy Books; Reprint edition (May 10, 2011)", Children's Books ,2016
17,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Margaret Wise Brown,4.4,2032.0,Board book,8.09,"HarperFestival; Reissue edition (January 23, 2007)", Children's Books ,2016
18,Goodnight Moon,Brené Brown,4.7,3219.0,Paperback,6.19,"Avery; Reprint edition (April 7, 2015)", Self-Help ,2016
19,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Ransom Riggs,4.7,3009.0,Paperback,12.32,"Quirk Books; Reprint edition (June 4, 2013)", Teens ,2016
20,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Angela Duckworth,4.4,8586.0,Hardcover,8.49,"Scribner; 1 edition (May 3, 2016)", Education & Teaching ,2016
21,Grit: The Power of Passion and Perseverance,Travis Bradberry,4.5,1054.0,Hardcover,15.19,"TalentSmart; Enhanced, New edition (June 16, 2009)", Self-Help ,2016
22,Emotional Intelligence 2.0,Colson Whitehead,4.1,1207.0,Hardcover,13.74,"Doubleday; First Edition edition (August 2, 2016)", Literature & Fiction ,2016
23,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,S. E. Hinton,4.1,4183.0,Paperback,11.4,"Speak; Platinum ed. edition (April 20, 2006)", Teens ,2016
24,The Outsiders,J. Kenji López-Alt,4.7,2281.0,Hardcover,7.99,"W. W. Norton & Company; 1st edition (September 21, 2015)", Science & Math ,2016
25,The Food Lab: Better Home Cooking Through Science,Jojo Moyes,4.8,1847.0,Paperback,30.15,"Penguin Books; Media Tie In edition (April 26, 2016)", Literature & Fiction ,2016
26,Me Before You: A Novel (Movie Tie-In),Bill Martin Jr.,4.6,18343.0,Board book,0.1,"Penguin Books; Media Tie In edition (April 26, 2016)", Literature & Fiction ,2016
27,Chicka Chicka Boom Boom (Board Book),Valorie Schaefer,4.7,2556.0,Paperback,7.99,Little Simon (2012), Children's Books ,2016
28,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",Leslie Patricelli,4.8,2526.0,Board book,8.89,"Amer Girl; New Rev edition (March 26, 2012)", Children's Books ,2016
29,Potty (Leslie Patricelli board books),Timothy Ferriss,4.6,3118.0,Hardcover,4.0,"Candlewick; Brdbk edition (September 14, 2010)", Children's Books ,2016
30,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Roger Priddy,4.6,2163.0,Board book,19.6,"Houghton Mifflin Harcourt; Tim Ferriss, Arnold Schwarzenegger (Foreword by) edition (December 6, 2016)", Business & Money ,2016
31,Numbers Colors Shapes (First 100),Thaneeya McArdle,4.7,1352.0,Paperback,4.49,"Priddy Books; Brdbk edition (May 10, 2011)", Children's Books ,2016
32,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly Relaxing & Creative Art Activities on High-Quality Extra-Thick Perforated Paper that Resists Bleed Through,Laurel Randolph,4.8,1212.0,Paperback,7.79,"Design Originals; First edition (September 1, 2015)", Self-Help ,2016
33,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Darlene Schacht,4.0,2471.0,Paperback,9.05,"Time-Warp Wife Ministries (February 19, 2016)", Christian Books & Bibles ,2016
34,Quieting Your Heart: 6-Month Bible-Study Journal,B. J. Novak,4.3,877.0,Hardcover,9.99,"Dial Books; 1 edition (September 30, 2014)", Children's Books ,2016
